Base Number,Pick Up Date,Number of Trips,Number of Vehicles
b00833,04/07/2015, 54 , -   
B00837,04/07/2015, 548 , 184 
B00856,04/07/2015, 703 , 68 
B00888,04/07/2015, 132 , 41 
B00906,04/07/2015, 243 , 13 
B00911,04/07/2015, 496 , 67 
B00932,04/07/2015, 279 , 45 
b00941,04/07/2015, 52 , -   
B00948,04/07/2015, 605 , 61 
b00983,04/07/2015, 100 , 8 
b01013,04/07/2015, 15 , 7 
B01016,04/07/2015, 877 , 71 
B01020,04/07/2015, 50 , 13 
b01039,04/07/2015, 10 , 10 
b01048,04/07/2015, 46 , 8 
B01069,04/07/2015, 164 , 12 
B01087,04/07/2015, 752 , 246 
B01129,04/07/2015, 260 , 23 
B01148,04/07/2015, 368 , 60 
B01176,04/07/2015, 543 , 75 
B01177,04/07/2015, 129 , 13 
B01197,04/07/2015, 320 , 84 
B01222,04/07/2015, 1 , 1 
B01231,04/07/2015, 192 , 32 
B01265,04/07/2015, 445 , 60 
B01280,04/07/2015, 192 , 23 
B01306,04/07/2015, 31 , 7 
B01311,04/07/2015, 43 , 10 
B01313,04/07/2015, 17 , 12 
B01315,04/07/2015," 1,552 ", 166 
B01332,04/07/2015, 21 , 4 
B01336,04/07/2015, 182 , 18 
B01340,04/07/2015," 1,130 ", 137 
B01362,04/07/2015," 1,026 ", 147 
B01391,04/07/2015, 146 , 11 
B01398,04/07/2015, 1 , -   
B01445,04/07/2015, 118 , 42 
B01453,04/07/2015, 248 , 14 
B01455,04/07/2015, 237 , 66 
B01478,04/07/2015, 90 , 11 
B01506,04/07/2015, 543 , 65 
B01514,04/07/2015, 56 , 10 
B01522,04/07/2015, 76 , 14 
B01537,04/07/2015, 151 , 15 
B01546,04/07/2015, 71 , 8 
B01608,04/07/2015, 11 , 5 
B01614,04/07/2015, 31 , 8 
B01623,04/07/2015, 66 , 10 
B01625,04/07/2015, 102 , 8 
B01626,04/07/2015," 1,148 ", 114 
B01635,04/07/2015, 24 , 8 
B01675,04/07/2015, 121 , 13 
B01678,04/07/2015, 20 , 5 
B01679,04/07/2015, 84 , 6 
B01726,04/07/2015," 1,068 ", 147 
B01727,04/07/2015, 8 , 3 
B01730,04/07/2015, 440 , 85 
B01733,04/07/2015, 152 , 18 
B01734,04/07/2015, 10 , -   
B01738,04/07/2015, 141 , 26 
B01741,04/07/2015, 57 , 15 
B01742,04/07/2015, 20 , 12 
B01779,04/07/2015, 45 , 18 
B01846,04/07/2015, 1 , 1 
B01849,04/07/2015, 7 , 3 
B01854,04/07/2015, 87 , 25 
B01868,04/07/2015, 2 , 2 
B01875,04/07/2015, 228 , 55 
B01876,04/07/2015, 1 , 1 
B01877,04/07/2015, 421 , 129 
B01899,04/07/2015, 876 , 96 
B01912,04/07/2015, 52 , -   
B01928,04/07/2015, 2 , 2 
B01957,04/07/2015, 14 , 2 
B01970,04/07/2015, 16 , 6 
B01973,04/07/2015, 121 , 18 
B01990,04/07/2015, 74 , 37 
B01995,04/07/2015, 136 , 15 
B01998,04/07/2015, 598 , 220 
B02003,04/07/2015, 221 , 83 
B02016,04/07/2015, 150 , 52 
B02022,04/07/2015, 67 , 24 
B02026,04/07/2015, 4 , 1 
B02054,04/07/2015, 25 , 9 
B02073,04/07/2015, 17 , 9 
B02096,04/07/2015, 6 , 6 
B02106,04/07/2015, 4 , -   
B02110,04/07/2015, 28 , 3 
B02127,04/07/2015, 2 , 1 
B02133,04/07/2015, 108 , 34 
B02142,04/07/2015, 1 , 1 
B02144,04/07/2015, 17 , 10 
B02147,04/07/2015, 12 , 9 
B02155,04/07/2015, 22 , 16 
B02157,04/07/2015, 178 , 93 
B02167,04/07/2015, 7 , 1 
B02182,04/07/2015, 2 , 1 
B02191,04/07/2015, 31 , 15 
B02213,04/07/2015, 235 , 30 
B02216,04/07/2015, 3 , 2 
B02217,04/07/2015, 38 , 13 
B02240,04/07/2015, 20 , 9 
B02248,04/07/2015, 5 , 1 
B02252,04/07/2015, 8 , 3 
B02265,04/07/2015, 23 , 2 
b02301,04/07/2015, 400 , 25 
B02306,04/07/2015, 60 , 19 
B02320,04/07/2015, 63 , -   
B02342,04/07/2015, 67 , -   
B02377,04/07/2015, 7 , 4 
B02378,04/07/2015, 1 , 1 
B02389,04/07/2015, 48 , 14 
B02397,04/07/2015, 116 , 11 
B02410,04/07/2015, 80 , 28 
B02423,04/07/2015, 17 , 3 
B02435,04/07/2015, 5 , 3 
B02436,04/07/2015, 3 , 1 
B02440,04/07/2015, 45 , 20 
B02447,04/07/2015, 2 , 2 
B02468,04/07/2015, 140 , 38 
B02470,04/07/2015, 12 , 6 
B02471,04/07/2015, 7 , 3 
B02475,04/07/2015, 11 , 8 
B02491,04/07/2015, 30 , 5 
B02511,04/07/2015, 31 , 15 
B02517,04/07/2015, 6 , 5 
B02524,04/07/2015, 25 , 8 
B02532,04/07/2015, 42 , -   
B02541,04/07/2015, 6 , 4 
B02543,04/07/2015, 30 , 9 
B02547,04/07/2015, 7 , 5 
B02554,04/07/2015, 6 , 4 
B02573,04/07/2015, 376 , 35 
B02590,04/07/2015, 50 , -   
B02629,04/07/2015, 15 , 7 
B02637,04/07/2015, 19 , 17 
B02644,04/07/2015, 1 , 1 
B02653,04/07/2015," 1,091 ", 109 
B02664,04/07/2015, 5 , 3 
B02666,04/07/2015, 2 , 2 
B02667,04/07/2015, 4 , 4 
B02673,04/07/2015, 3 , 3 
B02681,04/07/2015, 1 , 1 
B02686,04/07/2015, 4 , 4 
B02695,04/07/2015, 7 , 3 
B02705                  ,04/07/2015, 4 , 4 
B02710,04/07/2015, 5 , 4 
B02712,04/07/2015, 6 , 6 
B02716,04/07/2015, 114 , 1 
B02718,04/07/2015, 3 , 2 
B02719,04/07/2015," 1,058 ", 376 
B02723,04/07/2015, 2 , -   
B02725,04/07/2015, 104 , 1 
B02726,04/07/2015, 40 , 6 
B02727,04/07/2015, 4 , 2 
B02731,04/07/2015, 20 , 3 
B02751,04/07/2015, 1 , 1 
B02753,04/07/2015, 32 , 10 
B02754,04/07/2015, 5 , 1 
B02782,04/07/2015, 1 , 1 
B02783,04/07/2015, 39 , 5 
B02794,04/07/2015, 119 , 18 
B00008,04/08/2015, 250 , 15 
B00009,04/08/2015, 107 , 15 
B00013,04/08/2015, 442 , 116 
B00014,04/08/2015, 595 , 167 
B00035,04/08/2015, 2 , 1 
B00037,04/08/2015, 413 , 46 
B00095,04/08/2015, 608 , 68 
B00160,04/08/2015, 294 , 22 
B00202,04/08/2015, 81 , 15 
B00221,04/08/2015, 503 , 76 
B00227,04/08/2015, 504 , 168 
B00235,04/08/2015, 29 , 14 
B00248,04/08/2015," 1,025 ", 117 
B00254,04/08/2015," 1,233 ", 278 
B00255,04/08/2015, 20 , 6 
B00256,04/08/2015," 2,586 ", 642 
B00272,04/08/2015, 392 , 149 
B00277,04/08/2015, 147 , 38 
B00280,04/08/2015, 317 , 83 
B00281,04/08/2015, 87 , 6 
B00296,04/08/2015, 119 , 40 
B00310,04/08/2015," 1,589 ", 139 
B00346,04/08/2015, 75 , 8 
B00373,04/08/2015, 323 , 33 
B00381,04/08/2015, 456 , 123 
B00411,04/08/2015, 244 , 58 
B00412,04/08/2015, 401 , 92 
B00448,04/08/2015, 11 , 5 
B00475,04/08/2015, 150 , 11 
B00477,04/08/2015, 572 , 162 
B00492,04/08/2015, 287 , 22 
B00552,04/08/2015, 42 , 31 
B00608,04/08/2015, 160 , 42 
B00619,04/08/2015, 18 , 6 
B00623,04/08/2015, 17 , 6 
B00652,04/08/2015, 129 , 15 
B00789,04/08/2015, 884 , 234 
b00833,04/08/2015, 55 , -   
B00837,04/08/2015, 588 , 188 
B00856,04/08/2015, 798 , 68 
B00888,04/08/2015, 157 , 46 
b00906,04/08/2015, 207 , 13 
B00911,04/08/2015, 459 , 73 
B00932,04/08/2015, 292 , 45 
b00941,04/08/2015, 56 , -   
B00948,04/08/2015, 308 , 54 
b00983,04/08/2015, 105 , 10 
b01013,04/08/2015, 11 , 5 
B01016,04/08/2015, 858 , 69 
B01020,04/08/2015, 48 , 12 
b01039,04/08/2015, 10 , 10 
b01048,04/08/2015, 65 , 8 
B01069,04/08/2015, 176 , 14 
B01087,04/08/2015, 813 , 249 
B01129,04/08/2015, 248 , 23 
B01148,04/08/2015, 412 , 55 
B01176,04/08/2015, 550 , 77 
B01177,04/08/2015, 135 , 11 
B01197,04/08/2015, 333 , 92 
B01231,04/08/2015, 165 , 29 
B01265,04/08/2015, 456 , 62 
B01280,04/08/2015, 300 , 26 
B01306,04/08/2015, 29 , 8 
B01311,04/08/2015, 66 , 10 
B01313,04/08/2015, 8 , 8 
B01315,04/08/2015," 1,586 ", 160 
B01332,04/08/2015, 23 , 4 
B01336,04/08/2015, 211 , 21 
B01340,04/08/2015," 1,060 ", 135 
B01362,04/08/2015," 1,067 ", 158 
B01391,04/08/2015, 140 , 12 
B01398,04/08/2015, 1 , -   
B01445,04/08/2015, 97 , 35 
B01453,04/08/2015, 256 , 16 
B01455,04/08/2015, 264 , 68 
B01478,04/08/2015, 51 , 10 
B01506,04/08/2015, 524 , 61 
B01514,04/08/2015, 52 , 11 
B01522,04/08/2015, 67 , 12 
B01537,04/08/2015, 169 , 16 
B01546,04/08/2015, 82 , 8 
B01608,04/08/2015, 12 , 5 
B01614,04/08/2015, 36 , 9 
B01623,04/08/2015, 58 , 10 
B01625,04/08/2015, 99 , 8 
B01626,04/08/2015," 1,250 ", 120 
B01635,04/08/2015, 36 , 8 
B01675,04/08/2015, 120 , 13 
B01678,04/08/2015, 31 , 5 
B01679,04/08/2015, 107 , 8 
B01726,04/08/2015," 1,091 ", 144 
B01727,04/08/2015, 8 , 4 
B01730,04/08/2015, 450 , 82 
B01733,04/08/2015, 174 , 10 
B01734,04/08/2015, 7 , -   
B01738,04/08/2015, 155 , 26 
B01741,04/08/2015, 72 , 15 
B01742,04/08/2015, 27 , 14 
B01779,04/08/2015, 72 , 22 
B01849,04/08/2015, 7 , 4 
B01854,04/08/2015, 78 , 31 
B01868,04/08/2015, 2 , 2 
B01875,04/08/2015, 213 , 52 
B01876,04/08/2015, 4 , 2 
B01877,04/08/2015, 365 , 129 
B01899,04/08/2015, 949 , 95 
B01912,04/08/2015, 40 , -   
B01928,04/08/2015, 6 , 4 
B01957,04/08/2015, 8 , 2 
B01970,04/08/2015, 19 , 5 
B01973,04/08/2015, 99 , 16 
B01990,04/08/2015, 80 , 37 
B01995,04/08/2015, 172 , 16 
B01998,04/08/2015, 621 , 232 
B02003,04/08/2015, 261 , 90 
B02016,04/08/2015, 174 , 54 
B02022,04/08/2015, 66 , 26 
B02026,04/08/2015, 2 , 1 
B02054,04/08/2015, 24 , 9 
B02073,04/08/2015, 15 , 8 
B02096,04/08/2015, 9 , 7 
B02106,04/08/2015, 4 , -   
B02110,04/08/2015, 85 , 7 
B02127,04/08/2015, 1 , 1 
B02133,04/08/2015, 114 , 36 
B02142,04/08/2015, 1 , 1 
B02144,04/08/2015, 16 , 8 
B02147,04/08/2015, 25 , 12 
B02155,04/08/2015, 16 , 16 
B02157,04/08/2015, 193 , 95 
B02167,04/08/2015, 3 , 1 
B02182,04/08/2015, 5 , 2 
B02191,04/08/2015, 36 , 14 
B02213,04/08/2015, 257 , 27 
B02217,04/08/2015, 37 , 11 
B02240,04/08/2015, 2 , 2 
B02252,04/08/2015, 4 , 3 
B02265,04/08/2015, 31 , 2 
b02301,04/08/2015, 428 , 26 
B02306,04/08/2015, 86 , 21 
B02320,04/08/2015, 86 , -   
B02342,04/08/2015, 82 , -   
B02377,04/08/2015, 5 , 3 
B02378,04/08/2015, 2 , 1 
B02389,04/08/2015, 55 , 14 
B02397,04/08/2015, 125 , 11 
B02410,04/08/2015, 82 , 23 
B02423,04/08/2015, 19 , 3 
B02435,04/08/2015, 10 , 4 
B02440,04/08/2015, 40 , 18 
B02447,04/08/2015, 6 , 6 
B02468,04/08/2015, 164 , 41 
B02469,04/08/2015, 1 , 1 
B02470,04/08/2015, 21 , 9 
B02471,04/08/2015, 10 , 5 
B02475,04/08/2015, 17 , 7 
B02491,04/08/2015, 29 , 5 
B02511,04/08/2015, 30 , 13 
B02517,04/08/2015, 13 , 10 
B02524,04/08/2015, 25 , 10 
B02532,04/08/2015, 43 , -   
B02541,04/08/2015, 7 , 5 
B02543,04/08/2015, 39 , 9 
B02547,04/08/2015, 7 , 4 
B02554,04/08/2015, 3 , 3 
B02573,04/08/2015, 377 , 36 
B02590,04/08/2015, 64 , -   
B02629,04/08/2015, 13 , 6 
B02637,04/08/2015, 19 , 19 
B02644,04/08/2015, 1 , 1 
B02653,04/08/2015," 1,050 ", 110 
B02664,04/08/2015, 9 , 6 
B02666,04/08/2015, 5 , 5 
B02667,04/08/2015, 3 , 2 
B02673,04/08/2015, 6 , 4 
B02681,04/08/2015, 2 , 2 
B02686,04/08/2015, 5 , 4 
B02689,04/08/2015, 1 , 1 
B02695,04/08/2015, 12 , 4 
B02705                  ,04/08/2015, 3 , 2 
B02710,04/08/2015, 13 , 6 
B02712,04/08/2015, 6 , 5 
B02716,04/08/2015, 123 , 1 
B02718,04/08/2015, 6 , 3 
B02719,04/08/2015," 1,068 ", 384 
B02723,04/08/2015, 2 , -   
B02725,04/08/2015, 115 , 1 
B02726,04/08/2015, 31 , 4 
B02727,04/08/2015, 3 , 2 
B02731,04/08/2015, 6 , 3 
B02753,04/08/2015, 32 , 9 
B02754,04/08/2015, 5 , 1 
B02782,04/08/2015, 1 , 1 
B02783,04/08/2015, 38 , 5 
B02794,04/08/2015, 105 , 17 
B00008,04/09/2015, 250 , 15 
B00009,04/09/2015, 154 , 17 
B00013,04/09/2015, 403 , 109 
B00014,04/09/2015, 619 , 171 
B00037,04/09/2015, 429 , 51 
B00095,04/09/2015, 646 , 74 
B00160,04/09/2015, 295 , 22 
B00202,04/09/2015, 98 , 19 
B00221,04/09/2015, 516 , 77 
B00227,04/09/2015, 546 , 168 
B00235,04/09/2015, 35 , 13 
B00248,04/09/2015," 1,006 ", 124 
B00254,04/09/2015," 1,243 ", 285 
B00255,04/09/2015, 24 , 6 
B00256,04/09/2015," 2,924 ", 670 
B00272,04/09/2015, 375 , 148 
B00277,04/09/2015, 175 , 41 
B00280,04/09/2015, 325 , 83 
B00281,04/09/2015, 44 , 4 
B00296,04/09/2015, 126 , 46 
B00310,04/09/2015," 1,658 ", 140 
B00346,04/09/2015, 62 , 8 
B00373,04/09/2015, 312 , 31 
B00381,04/09/2015, 442 , 125 
B00411,04/09/2015, 222 , 59 
B00412,04/09/2015, 450 , 91 
B00448,04/09/2015, 9 , 5 
B00475,04/09/2015, 151 , 8 
B00477,04/09/2015, 607 , 155 
B00492,04/09/2015, 332 , 21 
B00552,04/09/2015, 52 , 33 
B00608,04/09/2015, 176 , 43 
B00619,04/09/2015, 41 , 7 
B00623,04/09/2015, 14 , 7 
B00652,04/09/2015, 114 , 16 
B00789,04/09/2015, 924 , 240 
b00833,04/09/2015, 65 , -   
B00837,04/09/2015, 562 , 182 
B00856,04/09/2015, 787 , 69 
B00888,04/09/2015, 143 , 43 
B00906,04/09/2015, 225 , 13 
B00911,04/09/2015, 487 , 76 
B00932,04/09/2015, 269 , 49 
b00941,04/09/2015, 55 , -   
B00948,04/09/2015, 651 , 61 
b00983,04/09/2015, 75 , 9 
b01013,04/09/2015, 12 , 5 
B01016,04/09/2015, 867 , 69 
B01020,04/09/2015, 37 , 11 
b01039,04/09/2015, 10 , 10 
b01048,04/09/2015, 82 , 8 
B01069,04/09/2015, 162 , 12 
B01087,04/09/2015, 860 , 251 
B01129,04/09/2015, 232 , 23 
B01148,04/09/2015, 381 , 58 
B01176,04/09/2015, 587 , 75 
B01177,04/09/2015, 185 , 13 
B01197,04/09/2015, 291 , 87 
B01222,04/09/2015, 1 , 1 
B01231,04/09/2015, 125 , 24 
B01265,04/09/2015, 452 , 63 
B01280,04/09/2015, 201 , 24 
B01306,04/09/2015, 37 , 9 
B01311,04/09/2015, 24 , 8 
B01313,04/09/2015, 9 , 9 
B01315,04/09/2015," 1,649 ", 156 
B01332,04/09/2015, 36 , 6 
B01336,04/09/2015, 182 , 23 
B01340,04/09/2015," 1,128 ", 135 
B01362,04/09/2015," 1,048 ", 156 
B01367,04/09/2015, 1 , 1 
B01391,04/09/2015, 135 , 13 
B01398,04/09/2015, 1 , -   
B01445,04/09/2015, 32 , 26 
B01453,04/09/2015, 218 , 12 
B01455,04/09/2015, 244 , 74 
B01478,04/09/2015, 71 , 10 
B01506,04/09/2015, 538 , 64 
B01514,04/09/2015, 52 , 12 
B01522,04/09/2015, 90 , 14 
B01537,04/09/2015, 161 , 15 
B01546,04/09/2015, 94 , 8 
B01608,04/09/2015, 17 , 6 
B01614,04/09/2015, 37 , 7 
B01623,04/09/2015, 65 , 11 
B01625,04/09/2015, 108 , 8 
B01626,04/09/2015," 1,357 ", 129 
B01635,04/09/2015, 30 , 8 
B01675,04/09/2015, 107 , 11 
B01678,04/09/2015, 31 , 5 
B01679,04/09/2015, 100 , 7 
B01726,04/09/2015," 1,153 ", 156 
B01727,04/09/2015, 10 , 4 
B01730,04/09/2015, 497 , 86 
B01733,04/09/2015, 173 , 19 
B01734,04/09/2015, 10 , -   
B01738,04/09/2015, 162 , 25 
B01741,04/09/2015, 77 , 14 
B01742,04/09/2015, 28 , 12 
B01779,04/09/2015, 69 , 23 
B01846,04/09/2015, 2 , 2 
B01849,04/09/2015, 5 , 3 
B01854,04/09/2015, 85 , 26 
B01875,04/09/2015, 208 , 61 
B01876,04/09/2015, 1 , 1 
B01877,04/09/2015, 348 , 129 
B01899,04/09/2015, 961 , 96 
B01912,04/09/2015, 64 , -   
B01928,04/09/2015, 4 , 3 
B01957,04/09/2015, 8 , 2 
B01970,04/09/2015, 19 , 6 
B01973,04/09/2015, 129 , 19 
B01990,04/09/2015, 79 , 40 
B01995,04/09/2015, 156 , 17 
B01998,04/09/2015, 566 , 223 
B02003,04/09/2015, 216 , 79 
B02016,04/09/2015, 189 , 56 
B02022,04/09/2015, 84 , 28 
B02026,04/09/2015, 1 , 1 
B02054,04/09/2015, 23 , 8 
B02073,04/09/2015, 16 , 8 
B02096,04/09/2015, 13 , 12 
B02106,04/09/2015, 4 , -   
B02110,04/09/2015, 111 , 9 
B02127,04/09/2015, 2 , 1 
B02133,04/09/2015, 109 , 37 
B02142,04/09/2015, 2 , 2 
B02144,04/09/2015, 24 , 11 
B02147,04/09/2015, 16 , 11 
B02155,04/09/2015, 16 , 16 
B02157,04/09/2015, 238 , 98 
B02167,04/09/2015, 6 , 1 
B02182,04/09/2015, 5 , 2 
B02191,04/09/2015, 44 , 18 
B02213,04/09/2015, 291 , 28 
B02216,04/09/2015, 1 , 1 
B02217,04/09/2015, 33 , 12 
B02240,04/09/2015, 17 , 8 
B02248,04/09/2015, 2 , 1 
B02252,04/09/2015, 7 , 5 
B02265,04/09/2015, 35 , 3 
b02301,04/09/2015, 448 , 26 
B02306,04/09/2015, 97 , 21 
B02320,04/09/2015, 58 , -   
B02342,04/09/2015, 66 , -   
B02377,04/09/2015, 3 , 2 
B02378,04/09/2015, 1 , 1 
B02389,04/09/2015, 58 , 15 
B02397,04/09/2015, 124 , 12 
B02410,04/09/2015, 86 , 24 
B02423,04/09/2015, 19 , 3 
B02435,04/09/2015, 12 , 5 
B02436,04/09/2015, 3 , 1 
B02440,04/09/2015, 52 , 18 
B02447,04/09/2015, 5 , 5 
B02468,04/09/2015, 175 , 42 
B02469,04/09/2015, 2 , 2 
B02470,04/09/2015, 21 , 9 
B02471,04/09/2015, 10 , 4 
B02475,04/09/2015, 26 , 9 
B02491,04/09/2015, 27 , 5 
B02511,04/09/2015, 30 , 13 
B02517,04/09/2015, 15 , 10 
B02524,04/09/2015, 17 , 7 
B02532,04/09/2015, 33 , -   
B02541,04/09/2015, 8 , 5 
B02542,04/09/2015, 1 , 1 
B02543,04/09/2015, 40 , 9 
B02547,04/09/2015, 9 , 6 
B02554,04/09/2015, 3 , 3 
B02573,04/09/2015, 308 , 35 
B02590,04/09/2015, 71 , -   
B02629,04/09/2015, 8 , 5 
B02637,04/09/2015, 19 , 15 
B02644,04/09/2015, 1 , 1 
B02653,04/09/2015," 1,111 ", 123 
B02664,04/09/2015, 6 , 5 
B02666,04/09/2015, 5 , 4 
B02667,04/09/2015, 7 , 5 
B02673,04/09/2015, 10 , 6 
B02681,04/09/2015, 5 , 3 
B02686,04/09/2015, 9 , 8 
B02689,04/09/2015, 3 , 1 
B02695,04/09/2015, 8 , 4 
B02705                  ,04/09/2015, 5 , 4 
B02710,04/09/2015, 14 , 6 
B02712,04/09/2015, 6 , 5 
B02716,04/09/2015, 135 , 1 
B02718,04/09/2015, 2 , 2 
B02719,04/09/2015," 1,027 ", 371 
B02725,04/09/2015, 111 , 1 
B02726,04/09/2015, 49 , 6 
B02727,04/09/2015, 5 , 2 
B02731,04/09/2015, 23 , 3 
B02751,04/09/2015, 2 , 1 
B02753,04/09/2015, 31 , 11 
B02754,04/09/2015, 5 , 2 
B02782,04/09/2015, 1 , 1 
B02783,04/09/2015, 47 , 5 
B02794,04/09/2015, 113 , 19 
B00008,04/10/2015, 250 , 15 
B00009,04/10/2015, 143 , 17 
B00013,04/10/2015, 259 , 92 
B00014,04/10/2015, 348 , 149 
B00037,04/10/2015, 501 , 51 
B00095,04/10/2015, 820 , 75 
B00160,04/10/2015, 298 , 22 
B00202,04/10/2015, 75 , 14 
B00221,04/10/2015, 551 , 78 
B00227,04/10/2015, 396 , 151 
B00235,04/10/2015, 15 , 8 
B00248,04/10/2015," 1,097 ", 126 
B00254,04/10/2015, 896 , 247 
B00255,04/10/2015, 39 , 12 
B00256,04/10/2015," 2,767 ", 677 
B00272,04/10/2015, 271 , 125 
B00277,04/10/2015, 136 , 39 
B00280,04/10/2015, 324 , 82 
B00281,04/10/2015, 136 , 8 
B00296,04/10/2015, 59 , 31 
B00310,04/10/2015," 1,915 ", 138 
B00346,04/10/2015, 71 , 8 
B00373,04/10/2015, 523 , 7 
B00381,04/10/2015, 280 , 103 
B00411,04/10/2015, 154 , 50 
B00412,04/10/2015, 290 , 74 
B00448,04/10/2015, 5 , 2 
B00475,04/10/2015, 160 , 9 
B00477,04/10/2015, 459 , 140 
B00492,04/10/2015, 336 , 21 
B00552,04/10/2015, 40 , 30 
B00608,04/10/2015, 106 , 35 
B00619,04/10/2015, 26 , 6 
B00623,04/10/2015, 20 , 7 
B00652,04/10/2015, 118 , 18 
B00789,04/10/2015, 591 , 205 
b00833,04/10/2015, 78 , -   
B00837,04/10/2015, 412 , 149 
B00856,04/10/2015, 894 , 68 
B00888,04/10/2015, 80 , 36 
b00906,04/10/2015, 243 , 13 
B00911,04/10/2015, 510 , 73 
B00932,04/10/2015, 320 , 45 
b00941,04/10/2015, 57 , -   
B00948,04/10/2015," 1,004 ", 62 
b00983,04/10/2015, 105 , 10 
b01013,04/10/2015, 8 , 4 
B01016,04/10/2015," 1,001 ", 69 
b01048,04/10/2015, 98 , 8 
B01069,04/10/2015, 164 , 11 
B01087,04/10/2015, 551 , 216 
B01129,04/10/2015, 226 , 23 
B01148,04/10/2015, 482 , 59 
B01176,04/10/2015, 685 , 75 
B01177,04/10/2015, 135 , 11 
B01197,04/10/2015, 215 , 82 
B01222,04/10/2015, 1 , 1 
B01231,04/10/2015, 17 , 9 
B01265,04/10/2015, 536 , 65 
B01280,04/10/2015, 158 , 25 
B01306,04/10/2015, 37 , 7 
B01311,04/10/2015, 22 , 8 
B01313,04/10/2015, 9 , 9 
B01315,04/10/2015," 1,877 ", 163 
B01332,04/10/2015, 53 , 6 
B01336,04/10/2015, 149 , 19 
B01340,04/10/2015," 1,181 ", 140 
B01362,04/10/2015," 1,263 ", 162 
B01391,04/10/2015, 139 , 13 
B01398,04/10/2015, 1 , -   
B01445,04/10/2015, 107 , 36 
B01453,04/10/2015, 232 , 13 
B01455,04/10/2015, 273 , 81 
B01478,04/10/2015, 90 , 11 
B01506,04/10/2015, 581 , 65 
B01514,04/10/2015, 52 , 11 
B01522,04/10/2015, 86 , 12 
B01537,04/10/2015, 151 , 18 
B01546,04/10/2015, 88 , 8 
B01608,04/10/2015, 6 , 4 
B01614,04/10/2015, 35 , 8 
B01623,04/10/2015, 72 , 9 
B01625,04/10/2015, 98 , 7 
B01626,04/10/2015," 1,489 ", 131 
B01675,04/10/2015, 72 , 11 
B01678,04/10/2015, 31 , 5 
B01679,04/10/2015, 81 , 5 
B01726,04/10/2015," 1,281 ", 159 
B01727,04/10/2015, 4 , 2 
B01730,04/10/2015, 494 , 92 
B01733,04/10/2015, 132 , 18 
B01734,04/10/2015, 12 , -   
B01738,04/10/2015, 203 , 25 
B01741,04/10/2015, 105 , 17 
B01742,04/10/2015, 33 , 17 
B01779,04/10/2015, 36 , 17 
B01846,04/10/2015, 2 , 2 
B01849,04/10/2015, 8 , 4 
B01854,04/10/2015, 58 , 22 
B01868,04/10/2015, 1 , 1 
B01875,04/10/2015, 121 , 37 
B01876,04/10/2015, 1 , 1 
B01877,04/10/2015, 253 , 108 
B01899,04/10/2015, 826 , 93 
B01912,04/10/2015, 44 , -   
B01928,04/10/2015, 3 , 2 
B01957,04/10/2015, 12 , 2 
B01970,04/10/2015, 13 , 5 
B01973,04/10/2015, 127 , 17 
B01990,04/10/2015, 72 , 38 
B01995,04/10/2015, 182 , 17 
B01998,04/10/2015, 462 , 189 
B02003,04/10/2015, 162 , 73 
B02016,04/10/2015, 140 , 44 
B02022,04/10/2015, 58 , 26 
B02026,04/10/2015, 2 , 1 
B02054,04/10/2015, 21 , 8 
B02073,04/10/2015, 12 , 6 
B02096,04/10/2015, 8 , 6 
B02106,04/10/2015, 4 , -   
B02110,04/10/2015, 90 , 7 
B02127,04/10/2015, 6 , 4 
B02133,04/10/2015, 69 , 28 
B02144,04/10/2015, 24 , 12 
B02147,04/10/2015, 17 , 8 
B02155,04/10/2015, 22 , 19 
B02157,04/10/2015, 254 , 105 
B02167,04/10/2015, 5 , 1 
B02182,04/10/2015, 1 , 1 
B02191,04/10/2015, 36 , 16 
B02196,04/10/2015, 3 , 3 
B02213,04/10/2015, 279 , 31 
B02217,04/10/2015, 17 , 8 
B02240,04/10/2015, 12 , 6 
B02248,04/10/2015, 13 , 1 
B02252,04/10/2015, 8 , 4 
B02265,04/10/2015, 50 , 3 
b02301,04/10/2015, 448 , 26 
B02306,04/10/2015, 102 , 21 
B02320,04/10/2015, 90 , -   
B02342,04/10/2015, 34 , -   
B02377,04/10/2015, 6 , 3 
B02389,04/10/2015, 35 , 14 
B02397,04/10/2015, 179 , 11 
B02410,04/10/2015, 81 , 26 
B02423,04/10/2015, 21 , 2 
B02435,04/10/2015, 9 , 6 
B02436,04/10/2015, 3 , 1 
B02440,04/10/2015, 34 , 16 
B02447,04/10/2015, 4 , 4 
B02468,04/10/2015, 140 , 39 
B02470,04/10/2015, 17 , 9 
B02471,04/10/2015, 11 , 4 
B02475,04/10/2015, 13 , 6 
B02491,04/10/2015, 20 , 3 
B02511,04/10/2015, 31 , 13 
B02517,04/10/2015, 15 , 10 
B02524,04/10/2015, 18 , 7 
B02532,04/10/2015, 45 , -   
B02541,04/10/2015, 9 , 4 
B02542,04/10/2015, 3 , 3 
B02543,04/10/2015, 33 , 9 
B02547,04/10/2015, 5 , 3 
B02554,04/10/2015, 3 , 3 
B02573,04/10/2015, 416 , 38 
B02590,04/10/2015, 73 , -   
B02629,04/10/2015, 4 , 3 
B02637,04/10/2015, 19 , 15 
B02638,04/10/2015, 2 , 1 
B02653,04/10/2015," 1,374 ", 121 
B02657,04/10/2015, 108 , -   
B02664,04/10/2015, 8 , 6 
B02666,04/10/2015, 10 , 8 
